,HospitalId,lat,lon
1347,1347,40.7859921,-73.9795856
1394,1394,40.78199319999999,-73.95618950000001
1398,1398,40.778127000000005,-73.95797900000001
1409,1409,40.678877500000006,-73.92572679999998
1412,1412,40.7950279,-73.9693
1414,1414,40.789099,-73.95403499999998
1415,1415,40.789064,-73.95385639999998
1416,1416,40.789140100000004,-73.95398209999998
1417,1417,40.7899751,-73.9539066
1418,1418,40.790823100000004,-73.9518954
1419,1419,40.79031699999999,-73.9537622
1420,1420,40.78889909999999,-73.953369
1422,1422,40.791484000000004,-73.9520122
1424,1424,40.7900948,-73.95391699999998
1427,1427,40.78945480000001,-73.9529314
1428,1428,40.790057899999994,-73.95385920000001
1429,1429,40.7897313,-73.95269309999998
1430,1430,40.789449,-73.954116
1431,1431,40.7912098,-73.9530128
1432,1432,40.789810700000004,-73.95287990000001
1433,1433,40.78982,-73.95327429999998
1434,1434,40.705601,-73.944478
1435,1435,40.707524299999996,-73.939987
1437,1437,40.7821058,-73.97868009999999
1502,1502,40.767452399999996,-73.9811142
1548,1548,40.753333700000006,-74.0046194
1563,1563,40.692269,-73.94179199999998
1573,1573,40.74653369999999,-73.9461323
1574,1574,40.7465677,-73.9461516
1607,1607,40.802583799999994,-73.95354739999998
1618,1618,40.7629574,-73.93591359999998
1624,1624,40.7692534,-73.9825635
1626,1626,40.769258,-73.9825697
1648,1648,40.75224599999999,-73.974525
1652,1652,40.7526842,-73.9759022
1654,1654,40.750812100000005,-73.9755335
1657,1657,40.75005780000001,-73.97165290000001
1658,1658,40.75224169999999,-73.97294769999998
1660,1660,40.7501741,-73.9773554
1684,1684,40.77246270000001,-73.96130240000001
1692,1692,40.772200399999996,-73.9579459
1694,1694,40.773334000000006,-73.95964599999998
1696,1696,40.80766679999999,-73.9467982
1697,1697,40.8142282,-73.9401872
1698,1698,40.814466100000004,-73.94046089999998
1699,1699,40.81413510000001,-73.9397616
1715,1715,40.80046609999999,-73.94530449999998
1722,1722,40.76654800000001,-73.92200600000001
1723,1723,40.76916729999999,-73.924258
1734,1734,40.6797378,-73.9470939
1735,1735,40.6781784,-73.94415790000001
1745,1745,40.7688963,-73.9525579
1747,1747,40.768517200000005,-73.950051
1748,1748,40.76876999999999,-73.951936
1758,1758,40.6902435,-73.95977289999998
1781,1781,40.7691431,-73.9936085
1814,1814,40.7672115,-73.9518942
1815,1815,40.76708050000001,-73.954897
1843,1843,40.7560604,-73.9805228
1847,1847,40.7548326,-73.97940279999999
1848,1848,40.7553135,-73.9779345
1850,1850,40.7554056,-73.9778018
1851,1851,40.7576349,-73.9795365
1852,1852,40.755896899999996,-73.98006339999998
1854,1854,40.753198,-73.98081490000001
1855,1855,40.755284100000004,-73.9779295
1860,1860,40.75938549999999,-73.9818445
1861,1861,40.7555032,-73.97811300000001
1880,1880,40.744688200000006,-73.9749319
1881,1881,40.747736100000004,-73.9784011
1918,1918,40.782274900000004,-73.95863489999998
1920,1920,40.78194630000001,-73.95962990000001
1926,1926,40.76809830000001,-73.9248696
1928,1928,40.768369,-73.92475499999998
1930,1930,40.765182,-73.9231436
1951,1951,40.8035416,-73.95367940000001
1960,1960,40.6915123,-73.9782821
1961,1961,40.6905691,-73.9776868
1962,1962,40.690496100000004,-73.9784143
1963,1963,40.690850700000006,-73.97799470000001
1968,1968,40.6902096,-73.97794069999998
1969,1969,40.6907748,-73.977964
1970,1970,40.691492,-73.97832
1971,1971,40.691258700000006,-73.97776879999998
2018,2018,40.68325550000001,-73.98456639999998
2214,2214,40.773543700000005,-73.96087920000001
2217,2217,40.81523199999999,-73.9581228
2235,2235,40.759366799999995,-73.9367628
2291,2291,40.742746000000004,-73.973734
2293,2293,40.742225,-73.974186
2296,2296,40.7420529,-73.97425989999998
2316,2316,40.753328399999994,-73.9794041
2318,2318,40.76653599999999,-73.92738790000001
2330,2330,40.8065206,-73.94653690000001
2349,2349,40.7419966,-73.986121
2350,2350,40.742008,-73.9861035
2372,2372,40.78341029999999,-73.98230799999999
2385,2385,40.7013681,-73.9869429
2390,2390,40.757308200000004,-73.9206887
2392,2392,40.71357009999999,-73.98364570000001
2420,2420,40.805202799999996,-73.9536622
2422,2422,40.805521999999996,-73.9530918
2474,2474,40.67854929999999,-73.9373553
2475,2475,40.6808592,-73.94033590000002
2514,2514,40.66238209999999,-73.98322940000001
2540,2540,40.787555100000006,-73.95552190000001
2652,2652,40.7728662,-73.90636669999998
2654,2654,40.77285620000001,-73.90635859999998
2690,2690,40.739449,-73.9872058
2792,2792,40.71400999999999,-73.97885720000001
2819,2819,40.760425299999994,-73.91740970000001
2823,2823,40.791032200000004,-73.95139640000001
2897,2897,40.790541,-73.9527897
2900,2900,40.7901395,-73.95275240000001
2909,2909,40.8050799,-73.96111570000001
2911,2911,40.80563839999999,-73.96131799999998
2934,2934,40.775044,-73.959852
2943,2943,40.749332,-73.977271
2998,2998,40.68555490000001,-73.9411715
3024,3024,40.765694399999994,-73.95410910000003
3092,3092,40.672315999999995,-73.97071700000001
3093,3093,40.67230619999999,-73.97083559999999
3104,3104,40.7729239,-73.93107890000002
3119,3119,40.75113399999999,-73.97880699999999
3120,3120,40.75154339999999,-73.98093940000001
3122,3122,40.75121009999999,-73.9798061
3124,3124,40.7510765,-73.97998679999998
3130,3130,40.751855,-73.97946800000001
3132,3132,40.751357,-73.97895989999998
3133,3133,40.750370600000004,-73.97812890000002
3138,3138,40.752156,-73.980363
3270,3270,40.7736777,-73.9609007
3303,3303,40.767726999999994,-73.96508109999998
3414,3414,40.745963700000004,-73.9869054
3466,3466,40.760626200000004,-73.9591725
3545,3545,40.766987,-73.961013
3551,3551,40.770780200000004,-73.9622031
3552,3552,40.764793,-73.95777799999998
3641,3641,40.772013,-73.964471
3828,3828,40.7588967,-73.9122215
3830,3830,40.75887609999999,-73.91228360000002
4086,4086,40.78911179999999,-73.95403859999998
4087,4087,40.7891179,-73.95403590000001
4088,4088,40.789032899999995,-73.95384589999998
4089,4089,40.78914009999999,-73.953982
4093,4093,40.789449,-73.9541161
4123,4123,40.789761799999994,-73.95330729999998
4427,4427,40.7477606,-73.95163790000001
4457,4457,40.7467916,-73.9718406
4538,4538,40.8079381,-73.96319659999999
4730,4730,40.700713799999996,-73.94288999999998
4797,4797,40.761829299999995,-73.9548705
4823,4823,40.740835499999996,-73.9448309
4995,4995,40.66980220000001,-74.0034151
4996,4996,40.706016999999996,-73.974266
5009,5009,40.7465106,-73.97191699999998
5010,5010,40.74595980000001,-73.971583
5020,5020,40.6570044,-73.9782306
5043,5043,40.64675310000001,-74.0208609
5044,5044,40.64631869999999,-74.02027989999998
5045,5045,40.645892100000005,-74.0202735
5046,5046,40.6466416,-74.02111529999998
5047,5047,40.64675809999999,-74.02153709999999
5048,5048,40.6475342,-74.01318509999999
5049,5049,40.64593319999999,-74.02039359999998
5050,5050,40.6456355,-74.02057009999999
5051,5051,40.6423986,-74.01653780000001
