,LodgingId,lat,lon
0,0,40.72935390000001,-73.9898467
1,1,40.727937100000005,-73.99078490000001
2,2,40.7271802,-73.99216229999998
3,3,40.72601699999999,-73.991629
4,4,40.7333524,-73.9902571
5,5,40.72872569999999,-73.98830339999998
6,6,40.7290155,-73.98711390000001
7,7,40.727846899999996,-73.99267370000001
8,8,40.732015000000004,-73.9868175
9,9,40.727404,-73.98735099999998
10,10,40.73247319999999,-73.9950116
11,11,40.731382399999994,-73.99180869999998
12,12,40.73250410000001,-73.98904040000001
13,13,40.732896999999994,-73.98786700000001
14,14,40.72864320000001,-73.99207799999998
15,15,40.730068100000004,-73.9935436
16,16,40.732791399999996,-73.9925702
17,17,40.73311629999999,-73.9913066
18,18,40.7284059,-73.98507070000001
19,19,40.7279838,-73.98306339999998
20,20,40.728684,-73.98080139999998
22,22,40.726588899999996,-73.98431769999998
23,23,40.72682329999999,-73.9771719
24,24,40.7279092,-73.98196920000001
25,25,40.726436699999994,-73.97646490000001
26,26,40.727140399999996,-73.9798745
27,27,40.73160480000001,-73.98390520000001
28,28,40.729208,-73.984893
29,29,40.732907,-73.9799726
30,30,40.73192179999999,-73.98391079999998
31,31,40.726674700000004,-73.97724649999998
32,32,40.72728499999999,-73.985237
33,33,40.740923200000005,-74.008111
34,34,40.7398532,-74.00573349999998
35,35,40.7459912,-74.0049983
36,36,40.74029180000001,-74.00341230000001
37,37,40.74024709999999,-74.0030962
38,38,40.7405866,-74.00583189999998
39,39,40.742447,-74.00390620000002
40,40,40.7423311,-74.00347909999998
41,41,40.742028999999995,-74.0085618
42,42,40.74128899999999,-74.0046969
43,43,40.74103650000001,-74.0037952
44,44,40.7440571,-74.00653199999998
46,46,40.7420414,-74.00334140000001
47,47,40.742436600000005,-74.0033098
48,48,40.7407848,-74.00414479999998
49,49,40.7417494,-74.0087829
50,50,40.7421472,-74.00612079999998
51,51,40.7400201,-74.00312240000001
52,52,40.711114,-74.010333
53,53,40.71519969999999,-74.0091202
54,54,40.715475,-74.008909
55,55,40.71584519999999,-74.0074501
56,56,40.708985,-74.00916289999998
57,57,40.7098029,-74.01388639999998
58,58,40.70970579999999,-74.0138809
59,59,40.71491140000001,-74.01546119999998
60,60,40.710034,-74.008657
61,61,40.71088399999999,-74.00838999999998
62,62,40.712968,-74.0074806
63,63,40.710968,-74.0084713
64,64,40.715201,-74.0091396
66,66,40.711133399999994,-74.0067533
67,67,40.709604999999996,-74.0098272
68,68,40.70959999999999,-74.00872000000003
69,69,40.7103777,-74.0066971
70,70,40.70938999999999,-74.0123
71,71,40.709385499999996,-74.01265959999998
72,72,40.763309,-73.986814
73,73,40.7645117,-73.992333
74,74,40.763279499999996,-73.98566439999998
75,75,40.761291,-73.991736
76,76,40.7612054,-73.9865068
77,77,40.76039600000001,-73.987764
78,78,40.760319700000004,-73.9877785
79,79,40.76136169999999,-73.98558129999998
80,80,40.76102299999999,-73.985378
81,81,40.76404410000001,-73.99452990000002
82,82,40.7595373,-73.9906663
83,83,40.762738,-73.98365600000001
84,84,40.76061099999999,-73.9850757
85,85,40.764153,-73.994963
86,86,40.761677299999995,-73.98803989999998
87,87,40.7617382,-73.9852527
88,88,40.75957260000001,-73.9870887
89,89,40.7612425,-73.985922
90,90,40.760566100000005,-73.98632409999998
91,91,40.76035,-73.98975300000001
92,92,40.7208944,-73.95543149999999
93,93,40.72188870000001,-73.95809709999999
94,94,40.7180718,-73.9548138
95,95,40.720617,-73.957514
96,96,40.718399100000006,-73.963233
97,97,40.7215045,-73.9587016
98,98,40.722293,-73.956682
99,99,40.7149448,-73.95920720000001
100,100,40.71813529999999,-73.9579442
101,101,40.7179448,-73.9575808
102,102,40.7208251,-73.95879090000001
103,103,40.719988,-73.9608263
104,104,40.717583399999995,-73.9607638
106,106,40.71566079999999,-73.96122259999999
107,107,40.713609700000006,-73.99363340000001
108,108,40.7134506,-73.9929011
109,109,40.7122141,-73.992694
110,110,40.7118777,-73.99867309999998
111,111,40.7127624,-73.99516820000001
112,112,40.71241099999999,-73.9988307
113,113,40.71403589999999,-73.99386190000001
114,114,40.7144001,-73.999026
115,115,40.7078904,-74.0001205
116,116,40.7107054,-74.0002088
117,117,40.712194399999994,-73.99290660000003
118,118,40.7134531,-73.99288309999999
119,119,40.71348029999999,-73.99289040000001
120,120,40.712214,-73.992694
121,121,40.783028,-73.947622
122,122,40.7861805,-73.9489783
123,123,40.78356100000001,-73.94815799999999
124,124,40.783351700000004,-73.94739399999999
125,125,40.782053000000005,-73.9484277
126,126,40.7894047,-73.94988520000003
127,127,40.78781360000001,-73.94808940000001
128,128,40.78940300000001,-73.948656
129,129,40.7714959,-73.98266729999999
130,130,40.778764100000004,-73.98458780000001
131,131,40.774291600000005,-73.98300139999998
132,132,40.7749033,-73.9882882
133,133,40.7777473,-73.9812353
134,134,40.7715807,-73.9811807
135,135,40.774544,-73.98259399999998
136,136,40.7783102,-73.98358809999998
137,137,40.7715768,-73.9858615
138,138,40.777845899999996,-73.98140719999998
139,139,40.7752296,-73.9810287
140,140,40.7769829,-73.979636
141,141,40.77510470000001,-73.9845646
142,142,40.774486399999994,-73.9831212
143,143,40.777261100000004,-73.98304639999998
144,144,40.7783368,-73.983485
145,145,40.7765875,-73.98037159999998
146,146,40.779036,-73.98611
147,147,40.719434,-73.9947186
148,148,40.7184105,-73.99516949999999
149,149,40.718578799999996,-73.98983799999998
150,150,40.7212029,-73.9927321
151,151,40.720630799999995,-73.99535390000001
152,152,40.7170783,-73.9953373
153,153,40.71668200000001,-73.994916
154,154,40.717396,-73.99594570000001
155,155,40.7219874,-73.9936795
156,156,40.719762,-73.98809299999998
157,157,40.720338299999995,-73.98812190000001
158,158,40.7220729,-73.98850829999998
159,159,40.7186487,-73.9925872
160,160,40.717468,-73.9949346
161,161,40.7160818,-73.9951885
162,162,40.718977100000004,-73.994395
163,163,40.718785200000006,-73.9902498
164,164,40.71668649999999,-73.9953895
165,165,40.7183194,-73.99122390000001
166,166,40.715149200000006,-73.99369089999998
167,167,40.677838,-73.97197299999998
168,168,40.6750867,-73.9753123
169,169,40.67956660000001,-73.9774657
170,170,40.6774906,-73.97148990000001
171,171,40.67558280000001,-73.9762756
172,172,40.67566040000001,-73.9708397
173,173,40.67348,-73.973638
174,174,40.806381200000004,-73.94053749999998
175,175,40.8077044,-73.9378535
176,176,40.80696629999999,-73.9431103
177,177,40.8078578,-73.94305390000001
178,178,40.807977,-73.937601
179,179,40.8057902,-73.9453375
180,180,40.803254200000005,-73.93577549999998
181,181,40.805763000000006,-73.94535499999998
182,182,40.8047458,-73.9390043
183,183,40.80706259999999,-73.93882940000002
184,184,40.807007399999996,-73.9411064
185,185,40.80411700000001,-73.93520140000001
186,186,40.8079633,-73.9415298
187,187,40.8011422,-73.93716289999998
188,188,40.808746,-73.939309
189,189,40.805598100000005,-73.9450787
190,190,40.8087683,-73.9413452
191,191,40.80023070000001,-73.94079649999998
192,192,40.8061436,-73.9451583
194,194,40.798684,-73.96665300000002
195,195,40.798739000000005,-73.96826999999998
196,196,40.79782649999999,-73.96994040000001
197,197,40.80184000000001,-73.966645
198,198,40.79700620000001,-73.9676968
199,199,40.7977877,-73.9687112
200,200,40.800438,-73.97104300000001
201,201,40.80194289999999,-73.96679329999998
202,202,40.7997133,-73.97037639999998
203,203,40.79872769999999,-73.9666436
204,204,40.79863829999999,-73.9666112
205,205,40.798694399999995,-73.97031899999999
206,206,40.8050196,-73.9672131
207,207,40.7989913,-73.967047
208,208,40.8019385,-73.9666342
209,209,40.798772099999994,-73.96666909999998
210,210,40.79863829999999,-73.9666111
211,211,40.79787,-73.96911
212,212,40.798786,-73.97059000000002
213,213,40.799953,-73.9608949
214,214,40.7161414,-73.9652978
218,218,40.7148768,-73.96266229999998
222,222,40.7497723,-73.9906244
223,223,40.752379,-73.991199
224,224,40.74827289999999,-73.9878262
225,225,40.747202,-73.98997800000001
226,226,40.7469851,-73.9913827
227,227,40.752722,-73.99360519999998
228,228,40.748233899999995,-73.987454
229,229,40.7503679,-73.9865054
230,230,40.748342,-73.994637
231,231,40.7502968,-73.9864343
232,232,40.74668330000001,-73.99136800000001
233,233,40.74971420000001,-73.99570250000001
234,234,40.750504799999995,-73.98605820000002
235,235,40.750143,-73.98599140000002
236,236,40.7522536,-73.99506120000001
237,237,40.74615759999999,-73.99144270000001
238,238,40.747738700000006,-73.9865702
239,239,40.74722999999999,-73.987004
240,240,40.750423100000006,-73.9858266
241,241,40.7544949,-73.9925695
242,242,40.7079177,-74.00721429999999
243,243,40.70889229999999,-74.00200190000001
245,245,40.7055616,-74.00718909999998
246,246,40.70670799999999,-74.0089239
247,247,40.705063,-74.00617700000001
248,248,40.7051691,-74.00802399999998
249,249,40.7074594,-74.00589240000001
250,250,40.707316399999996,-74.0015425
252,252,40.705911,-74.004993
254,254,40.705627500000006,-74.0076321
255,255,40.7071106,-74.00186690000001
256,256,40.707422799999996,-74.00637379999998
257,257,40.70776,-74.00739300000001
258,258,40.7079853,-74.00771089999998
259,259,40.7086941,-74.002014
261,261,40.7057816,-74.00507600000002
263,263,40.776267600000004,-73.97761700000001
270,270,40.7775161,-73.9797431
271,271,40.7763458,-73.97890509999998
275,275,40.773502,-73.9789261
276,276,40.77633840000001,-73.97891589999998
282,282,40.7094856,-73.9514481
283,283,40.7130994,-73.94938259999998
284,284,40.712271799999996,-73.9464893
285,285,40.7082513,-73.94716439999998
286,286,40.713268799999994,-73.95152409999999
287,287,40.709503999999995,-73.9514236
288,288,40.7657089,-73.9692386
289,289,40.7644768,-73.9726283
290,290,40.76663689999999,-73.9683848
291,291,40.7645507,-73.969144
292,292,40.76485770000001,-73.9753473
293,293,40.765271899999995,-73.97599919999998
