,BusStationId,lat,lon
0,0,40.73011689999999,-73.9913906
1,1,40.73028,-73.990532
2,2,40.7297078,-73.99146549999998
3,3,40.730554600000005,-73.99030970000001
4,4,40.729606700000005,-73.99014709999999
5,5,40.729070899999996,-73.9904304
6,6,40.7300924,-73.989251
7,7,40.729324,-73.989532
8,8,40.73149840000001,-73.9901895
9,9,40.7307245,-73.9928661
10,10,40.7304975,-73.98907369999998
11,11,40.7314381,-73.9924168
12,12,40.7285745,-73.99047449999998
13,13,40.7310147,-73.98901140000001
14,14,40.7297131,-73.993268
15,15,40.72930529999999,-73.99361019999998
16,16,40.7326169,-73.9899315
17,17,40.7316469,-73.9882303
18,18,40.728048,-73.99285340000002
19,19,40.7294265,-73.987629
20,20,40.7300984,-73.98070779999998
21,21,40.730408000000004,-73.98050699999999
22,22,40.7306376,-73.9806334
23,23,40.728676,-73.98150600000001
24,24,40.72821400000001,-73.98207099999998
25,25,40.729420000000005,-73.978172
26,26,40.731064,-73.982125
27,27,40.731152,-73.98196399999998
28,28,40.727835999999996,-73.9820522
29,29,40.729403000000005,-73.977825
30,30,40.727646,-73.98187999999998
31,31,40.72969889999999,-73.9836224
32,32,40.727051,-73.98021700000001
33,33,40.73191729999999,-73.9820402
34,34,40.7274799,-73.98299589999998
35,35,40.7267032,-73.9795853
36,36,40.726979299999996,-73.98274620000001
37,37,40.727053600000005,-73.9829403
38,38,40.72671649999999,-73.9833031
39,39,40.7286924,-73.97604809999999
40,40,40.743057,-74.00806399999998
41,41,40.7419202,-74.00742120000002
42,42,40.743388,-74.0084
43,43,40.743683000000004,-74.00700410000002
44,44,40.741406299999994,-74.0061583
45,45,40.74450059999999,-74.0082255
46,46,40.7444414,-74.00606379999998
47,47,40.744984,-74.00743100000001
48,48,40.74503369999999,-74.00808740000001
49,49,40.745109,-74.007649
50,50,40.740706700000004,-74.0052955
51,51,40.7431495,-74.00394349999998
52,52,40.745628,-74.0079877
53,53,40.740614799999996,-74.00478670000001
54,54,40.745405299999994,-74.00570040000001
55,55,40.7401881,-74.0053752
56,56,40.744452,-74.0029747
57,57,40.738865000000004,-74.006371
58,58,40.738853000000006,-74.00559200000001
59,59,40.746615999999996,-74.00482199999998
60,60,40.7125932,-74.0096313
61,61,40.712876,-74.00949200000001
62,62,40.712382299999994,-74.00979170000001
63,63,40.713148,-74.009249
64,64,40.7119472,-74.010116
65,65,40.7134817,-74.00893509999999
66,66,40.7117213,-74.0102397
67,67,40.714515999999996,-74.010223
68,68,40.714006700000006,-74.0085442
69,69,40.71160119999999,-74.0086007
70,70,40.7123649,-74.0079382
71,71,40.7141852,-74.0083968
72,72,40.714127399999995,-74.008012
73,73,40.713284,-74.00750479999998
74,74,40.7117523,-74.0076002
75,75,40.7114032,-74.00783510000002
76,76,40.71144949999999,-74.00776450000001
77,77,40.7150727,-74.0117877
78,78,40.71532359999999,-74.00892640000001
79,79,40.711518,-74.007232
80,80,40.763529299999995,-73.98920030000001
81,81,40.763350200000005,-73.98923740000001
82,82,40.76312360000001,-73.9898314
83,83,40.7645217,-73.98836419999998
84,84,40.7645652,-73.9917444
85,85,40.764272,-73.991957
86,86,40.7640539,-73.9920534
87,87,40.76194530000001,-73.9870766
88,88,40.761896,-73.98623300000001
89,89,40.76302700000001,-73.992874
90,90,40.7663467,-73.99044669999998
91,91,40.762066600000004,-73.9858376
92,92,40.7607761,-73.99110990000001
93,93,40.7637283,-73.9848897
94,94,40.766489299999996,-73.9869392
95,95,40.76176030000001,-73.99377159999999
96,96,40.759670099999994,-73.98787159999998
97,97,40.75986760000001,-73.9917504
98,98,40.76802429999999,-73.98923289999998
99,99,40.718261,-73.957171
100,100,40.72047999999999,-73.9594946
101,101,40.7191158,-73.95628620000001
102,102,40.718812,-73.961265
103,103,40.716919,-73.958626
104,104,40.7179011,-73.95559879999998
105,105,40.71660869999999,-73.95699599999999
106,106,40.7216116,-73.96024220000002
107,107,40.7196521,-73.9623411
108,108,40.71910109999999,-73.9543132
109,109,40.7221433,-73.95771009999999
110,110,40.715782,-73.959846
111,111,40.7208869,-73.9543687
112,112,40.715176,-73.958519
113,113,40.723225,-73.958415
114,114,40.7134201,-73.9921703
115,115,40.711972700000004,-73.99714420000001
116,116,40.712117299999996,-73.99735109999999
117,117,40.711876000000004,-73.997925
118,118,40.711768,-73.999044
119,119,40.712326000000004,-73.994743
120,120,40.711901700000006,-73.9994025
121,121,40.713407600000004,-73.99746859999998
122,122,40.7122961,-73.993954
123,123,40.713554200000004,-73.9976035
124,124,40.71332259999999,-73.99868190000001
125,125,40.7134527,-73.99910849999998
126,126,40.7137385,-73.99505079999999
127,127,40.710831,-74.000824
128,128,40.7104848,-74.0007761
129,129,40.71365699999999,-73.99404899999998
130,130,40.7138754,-73.99927779999999
131,131,40.71262,-73.992653
132,132,40.7148185,-73.99714509999998
133,133,40.710861,-73.991936
134,134,40.785728000000006,-73.948746
135,135,40.785746,-73.94886199999998
136,136,40.785358,-73.949463
137,137,40.784946000000005,-73.94899699999998
138,138,40.787277,-73.949989
139,139,40.785065,-73.946555
140,140,40.78424460000001,-73.94730969999998
141,141,40.784946000000005,-73.946365
142,142,40.785851,-73.95121
143,143,40.786097999999996,-73.95124799999998
144,144,40.78407,-73.947292
145,145,40.785506700000006,-73.95133259999999
146,146,40.78548000000001,-73.951332
147,147,40.78790600000001,-73.947273
148,148,40.783817000000006,-73.94749399999998
149,149,40.7836284,-73.95034319999998
150,150,40.7886055,-73.94905899999998
151,151,40.784546,-73.94548
152,152,40.7872196,-73.94509459999998
153,153,40.7842503,-73.95224929999998
154,154,40.77107900000001,-73.9827734
155,155,40.77434239999999,-73.9846118
156,156,40.77505099999999,-73.984749
157,157,40.7739296,-73.98451179999998
158,158,40.775639,-73.983673
159,159,40.774132,-73.982727
160,160,40.7758238,-73.98653259999998
161,161,40.775209100000005,-73.9823925
162,162,40.775906000000006,-73.986807
163,163,40.7751263,-73.9873246
164,164,40.774269,-73.982025
165,165,40.773178,-73.982788
166,166,40.772638799999996,-73.98583590000001
167,167,40.7732654,-73.98241970000001
168,168,40.776333,-73.98685499999998
169,169,40.77617999999999,-73.987274
170,170,40.7734269,-73.9818599
171,171,40.77483999999999,-73.98805
172,172,40.77691009999999,-73.98275079999998
173,173,40.773579,-73.98138399999998
174,174,40.7186973,-73.9945895
175,175,40.72004520000001,-73.99428320000001
176,176,40.719534700000004,-73.99045149999998
177,177,40.720756099999996,-73.99372439999998
178,178,40.719305299999995,-73.99006910000001
179,179,40.7181494,-73.99508940000001
180,180,40.717171,-73.991196
181,181,40.719726200000004,-73.9898989
182,182,40.7173339,-73.9952637
183,183,40.716427100000004,-73.99205690000001
184,184,40.71890500000001,-73.98880439999998
185,185,40.71845150000001,-73.98844009999998
186,186,40.718247,-73.988474
187,187,40.7168894,-73.98918370000001
188,188,40.7222445,-73.99346840000003
189,189,40.7169764,-73.9889002
190,190,40.718996600000004,-73.9878707
191,191,40.719601700000005,-73.98778159999998
192,192,40.71645770000001,-73.98872420000001
193,193,40.715998299999995,-73.99640459999998
194,194,40.6801378,-73.9744231
195,195,40.676853,-73.97393000000001
196,196,40.6773291,-73.97343570000001
197,197,40.67785019999999,-73.97326770000001
198,198,40.677359,-73.97266499999998
199,199,40.67775,-73.972748
200,200,40.675610000000006,-73.974586
