,ConvenienceStoreId,lat,lon
0,0,40.7297162,-73.9920053
1,1,40.73175760000001,-73.9948531
2,2,40.73407590000001,-73.9895051
3,3,40.72995359999999,-73.9863498
4,4,40.734279,-73.9902571
5,5,40.7283696,-73.9945453
6,6,40.7290567,-73.98820429999998
7,7,40.729177299999996,-73.988647
8,8,40.7265727,-73.99143520000001
9,9,40.7330106,-73.99141180000001
10,10,40.73010919999999,-73.9902571
11,11,40.7306386,-73.98946679999999
12,12,40.7303095,-73.9945238
13,13,40.7309479,-73.9950885
14,14,40.7335419,-73.9892986
15,15,40.73369479999999,-73.98965770000001
16,16,40.7299852,-73.9913713
17,17,40.7306008,-73.99152169999998
18,18,40.728964100000006,-73.98824350000001
19,19,40.72647200000001,-73.98889849999998
20,20,40.7332263,-73.98068900000001
21,21,40.7319489,-73.9825438
22,22,40.731770000000004,-73.98267349999998
24,24,40.7293429,-73.9782918
25,25,40.7298026,-73.9833532
26,26,40.728265500000006,-73.98172939999998
27,27,40.7310373,-73.98306819999998
28,28,40.729378999999994,-73.98432799999998
29,29,40.7308232,-73.982653
30,30,40.72889389999999,-73.978597
32,32,40.72877099999999,-73.978201
33,33,40.732473999999996,-73.982097
34,34,40.7326816,-73.9819016
35,35,40.710257899999995,-74.00754189999998
36,36,40.7128423,-74.0077398
37,37,40.71597999999999,-74.009958
38,38,40.71468979999999,-74.00839559999999
39,39,40.7154643,-74.00557189999998
40,40,40.71003799999999,-74.0086819
41,41,40.7124342,-74.01501640000001
42,42,40.7098286,-74.0066561
43,43,40.713635100000005,-74.0156064
44,44,40.7146828,-74.0101184
45,45,40.71211279999999,-74.01101109999998
46,46,40.7115839,-74.01152579999999
47,47,40.714555299999994,-74.0075693
48,48,40.7152148,-74.007909
49,49,40.710853,-74.00737099999998
50,50,40.714947499999994,-74.00533039999998
51,51,40.7092853,-74.00877349999998
52,52,40.709222,-74.00885020000003
53,53,40.71637899999999,-74.00712879999998
54,54,40.7168039,-74.01240240000001
55,55,40.7630826,-73.9895591
56,56,40.7645097,-73.9841752
57,57,40.760644899999996,-73.987622
58,58,40.7640374,-73.98517640000001
59,59,40.7614982,-73.9845069
60,60,40.76256649999999,-73.9863276
61,61,40.766934899999995,-73.98972940000002
62,62,40.7614333,-73.98443370000001
63,63,40.76457979999999,-73.9862653
64,64,40.762618200000006,-73.9835025
65,65,40.7626131,-73.99299930000001
66,66,40.764885,-73.9881625
67,67,40.765615000000004,-73.99078560000002
68,68,40.759679600000005,-73.99204549999999
69,69,40.7602219,-73.9894075
70,70,40.7626615,-73.99360859999999
71,71,40.7158396,-73.9601398
72,72,40.719955299999995,-73.96229989999998
73,73,40.71912770000001,-73.96326009999999
74,74,40.7188519,-73.95598100000001
75,75,40.7173169,-73.9580624
76,76,40.717220000000005,-73.9565901
77,77,40.714592200000006,-73.95797569999998
78,78,40.71193770000001,-74.00017729999998
79,79,40.71396590000001,-73.9946051
80,80,40.714405799999994,-73.9940031
81,81,40.7830687,-73.9451863
82,82,40.7863778,-73.9507953
83,83,40.78609209999999,-73.9430027
84,84,40.78226579999999,-73.95182539999998
85,85,40.78395749999999,-73.94774079999998
86,86,40.78339429999999,-73.95033850000002
87,87,40.78929400000001,-73.9478855
88,88,40.78642079999999,-73.9508323
89,89,40.79024269999999,-73.9476706
90,90,40.77719469999999,-73.98303829999998
91,91,40.778585299999996,-73.9824222
92,92,40.77816689999999,-73.98529839999998
93,93,40.77685760000001,-73.98246879999999
94,94,40.771423600000006,-73.9827356
95,95,40.7189915,-73.9887705
96,96,40.7212436,-73.9951303
97,97,40.72149350000001,-73.99542659999999
98,98,40.72104030000001,-73.99652139999998
99,99,40.718314,-73.99199449999998
100,100,40.718729100000004,-73.98786129999998
101,101,40.7200883,-73.9955162
102,102,40.720958,-73.990679
103,103,40.7161112,-73.99276379999998
104,104,40.721392200000004,-73.99541599999998
105,105,40.7210465,-73.9886083
106,106,40.7193235,-73.98744649999998
107,107,40.721628700000004,-73.9887502
108,108,40.71476219999999,-73.99187490000001
109,109,40.7196177,-73.98707759999998
110,110,40.678079100000005,-73.97343640000001
111,111,40.6806287,-73.97733620000001
112,112,40.6769429,-73.96875589999998
113,113,40.67707499999999,-73.9797459
114,114,40.6742396,-73.9754215
115,115,40.678308,-73.968975
116,116,40.8072419,-73.94373420000001
117,117,40.804637400000004,-73.93746
118,118,40.80273380000001,-73.9403423
119,119,40.8082764,-73.93898690000002
120,120,40.80485789999999,-73.96570809999999
121,121,40.79818099999999,-73.9696589
122,122,40.798818,-73.9690778
123,123,40.801463700000006,-73.96753009999998
124,124,40.8010009,-73.96510119999998
125,125,40.802958700000005,-73.9671984
130,130,40.712773,-73.9588788
132,132,40.748021200000004,-73.99240490000001
133,133,40.751747200000004,-73.993489
134,134,40.7472366,-73.9929702
135,135,40.7508384,-73.9872737
136,136,40.7539831,-73.99241040000001
